메일 날짜,원본 섹션,원본 순번,원본 기사 제목,원본 언론사,원본 URL,비교 결과,일치 방식,유사도,서버 선정 제목,서버 선정 언론사,서버 선정 URL,차이/제외 이유,일반 재수집 후보 확인,최종 후보 확인,후보 확보 확인
2025-07-30,동국대 [법인/건학위],1,[윤재웅 총장 기조연설] ‘문학 올림픽’ 세계비교문학협회 총회 개막...“불교 기반 K-문학 세계화”,BBS,https://news.bbsi.co.kr/news/articleView.html?idxno=4040951,일치,URL 일치,1.0,‘문학 올림픽’ 세계비교문학협회 총회 개막...“불교 기반 K-문학 세계화”,불교방송,https://news.bbsi.co.kr/news/articleView.html?idxno=4040951,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-07-30,동국대 [법인/건학위],2,"동국대 손정인 공동연구팀, 차세대 리튬 전지용 양쪽 전극 친화형 야누스 구조 전고체 전해질 개발",베리타스알파,"https://www.veritas-a.com/news/articleView.html?idxno=565402
https://edu.donga.com/news/articleView.html?idxno=92667",일치,URL 일치,1.0,"﻿동국대/국민대 공동연구팀, 차세대 리튬 전지용 양쪽 전극 친화형 야누스 구조 전고체 전해질 개발",베리타스알파,https://www.veritas-a.com/news/articleView.html?idxno=565402,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-07-30,동국대 [법인/건학위],3,"[동국108리더스] 2025 농촌 봉사활동, 뜨거운 여름의 한가운데서 이어진 따뜻한 손길",,"https://www.youtube.com/watch?v=cpn3FMbij20
https://www.youtube.com/watch?v=U2PPiDWWH4w&list=PL7qq979gQcK2OckzcjP-TJA5974-XYN7b&index=3
https://www.youtube.com/watch?v=Yd3WOh4XfGo&list=PL7qq979gQcK2OckzcjP-TJA5974-XYN7b&index=2
https://www.youtube.com/watch?v=4KY7wDfNfqU&list=PL7qq979gQcK2OckzcjP-TJA5974-XYN7b&index=1
https://www.bbs.or.kr/HOME2/?ACT=REPLAY&pType=VOD&ProgramCode=2230&pIDX=387766&SearchText=&Page=1",일치,URL 일치,1.0,[동국108리더스] 2025 농촌 봉사활동 I 뜨거운 여름의 한가운데서 이어진 따뜻한 손길,YouTube,https://www.youtube.com/watch?v=cpn3FMbij20,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-07-30,대학 [교육],1,이주호 교육부 장관 퇴임,한국대학신문,https://news.unn.net/news/articleView.html?idxno=581927,일치,URL 일치,1.0,이주호 교육부 장관 퇴임… “교육 ‘새로운 시작의 출발선’ 돼야”,한국대학신문 - 411개 대학을 연결하는 '힘',https://news.unn.net/news/articleView.html?idxno=581927,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-07-30,불교 [종단],1,"“불심(佛心)도 더위도, 한국이 인도보다 더 뜨거운 것 같아요”",동아일보,https://www.donga.com/news/Culture/article/all/20250729/132088904/1,일치,URL 일치,1.0,"“불심(佛心)도 더위도, 한국이 인도보다 더 뜨거운 것 같아요”",동아일보,https://www.donga.com/news/Culture/article/all/20250729/132088904/1,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-01,동국대 [법인/건학위],1,"문명대 명예교수, ""바다·육지 넘나든 신석기인 삶…반구천 암각화는 국보중의 국보“",서울경제,https://www.sedaily.com/NewsView/2GVKCKQKRS,동일 주제 대표 매체 차이,동일 주제·다른 대표 기사,0.88,"""바다·육지 넘나든 신석기인 삶…반구천 암각화는 국보중의 국보""",서울경제,https://www.sedaily.com/article/14099223,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-01,동국대 [법인/건학위],2,[동문소식 – 송희복(국어국문 77)] 송희복 평론가 '자유와 인권의 문학사' 펴내,경남도민신문,http://www.gndomin.com/news/articleView.html?idxno=443245,AI/정책 제외,,,,,,동국대학교와 직접적인 관련성이 낮음,아니오,예,예
2025-08-01,동국대 [법인/건학위],3,"동국대 한류융합학술원 최원재 연구원, '모더니티 시대 한류 스타 이상' 발표",뉴스핌,https://www.newspim.com/news/view/20250731000883,일치,URL 일치,1.0,"동국대 한류융합학술원 최원재씨, '모더니티 시대 한류 스타 이상' 발표",뉴스핌,https://www.newspim.com/news/view/20250731000883,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-01,동국대 [법인/건학위],4,"KITA 회원사, ‘동국대 LA캠퍼스’ 방문",미주중앙일보,https://www.koreadaily.com/article/20250730201048088,일치,URL 일치,1.0,"KITA 회원사, ‘동국대 LA캠퍼스’ 방문 | 미주중앙일보",미주중앙일보 The Korea Daily,https://www.koreadaily.com/article/20250730201048088,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-01,대학 [교육],1,인문사회와 AI 융합 교육하는 대학에 재정지원 검토,동아일보,https://www.donga.com/news/Society/article/all/20250731/132106449/1,일치,URL 일치,1.0,[단독]인문사회와 AI 융합 교육하는 대학에 재정지원 검토,동아일보,https://www.donga.com/news/Society/article/all/20250731/132106449/1,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-01,대학 [교육],2,다문화 자녀 교육 소외 옛말…10명 중 6명 대학 진학,뉴스1,https://www.news1.kr/society/women-family/5864819,일치,URL 일치,1.0,다문화 자녀 교육 소외 옛말…10명 중 6명 대학 진학,뉴스1,https://www.news1.kr/society/women-family/5864819,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-01,불교 [종단],1,"조계종, 올해 출가자 5년 만에 100명 돌파 목전",불교IN,https://www.bulgyo-in.com/news/articleView.html?idxno=1394,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-08-13,동국대 [법인/건학위],1,"""먼저 떠난 남편의 당부""...동국대에 장학금 1천만 원 기부",BBS,https://news.bbsi.co.kr/news/articleView.html?idxno=4042795,일치,URL 일치,1.0,"""먼저 떠난 남편의 당부""...동국대에 장학금 1천만 원 기부",불교방송,https://news.bbsi.co.kr/news/articleView.html?idxno=4042795,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-13,동국대 [법인/건학위],2,"[동문소식 – 송희지(국어국문 20)] 활활 타지 않아도, 닿으면 뜨거운 숯처럼",조선일보,https://www.chosun.com/culture-life/culture_general/2025/08/11/URTZQFT6LJGKBEMGQQEDR6ATEQ/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,일치,URL 일치,1.0,"[동문소식 – 송희지(국어국문 20)] 활활 타지 않아도, 닿으면 뜨거운 숯처럼",조선일보,https://www.chosun.com/culture-life/culture_general/2025/08/11/URTZQFT6LJGKBEMGQQEDR6ATEQ/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-13,동국대 [법인/건학위],3,"[동문소식 – 박주형(회계 78)] 신세계백화점 '1위 롯데' 추월 시도, 박주형 내수 부진에도 차별화에 투자",비즈니스포스트,"https://www.businesspost.co.kr/BP?command=article_view&num=407371
http://www.dailyasia.kr/news/415875",일치,URL 일치,1.0,"[동문소식 – 박주형(회계 78)] 신세계백화점 '1위 롯데' 추월 시도, 박주형 내수 부진에도 차별화에 투자",비즈니스포스트,https://www.businesspost.co.kr/BP?command=article_view&num=407371,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-13,대학 [교육],1,"대학생 ‘구글 AI 프로’ 멤버십 1년 무료… “디지털 격차 해소에 도움, 활용 가이드라인도 필요”",한국대학신문,https://news.unn.net/news/articleView.html?idxno=582331,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-08-13,대학 [교육],2,"의료 AI 인재 1천 명 키운다… 복지부, 6개 대학에 연 10억 지원",한국대학신문,https://news.unn.net/news/articleView.html?idxno=582234,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-08-13,불교 [종단],1,화마 속에 지켜낸 청송 대전사 '문화재' 공개,TBC,https://www.tbc.co.kr/news/view?pno=20250728162313AE08256&id=198102,AI/정책 제외,,,,,,동국대학교와 직접적인 관련성이 낮아 홍보 메일 대상에서 제외,아니오,예,예
2025-08-13,불교 [종단],2,"교불련, “대학생 불교 관심분야는 ‘깨달음 과정’…체험 중심 교재 개발 필요해”",법보신문,https://www.beopbo.com/news/articleView.html?idxno=330657,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-08-13,불교 [종단],3,박범훈 조계종 불교음악원장 재위촉,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=429354,일치,URL 일치,1.0,박범훈 조계종 불교음악원장 재위촉 - 불교신문,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=429354,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-18,동국대 [법인/건학위],1,'2025 한국인구학회 국제학술대회' 동국대서 열린다 … 아시아 인구 전환 과제 논의,뉴데일리,https://biz.newdaily.co.kr/site/data/html/2025/08/17/2025081700004.html,일치,URL 일치,1.0,'2025 한국인구학회 국제학술대회' 동국대서 열린다 … 아시아 인구 전환 과제 논의,뉴데일리 경제,https://biz.newdaily.co.kr/site/data/html/2025/08/17/2025081700004.html,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-18,동국대 [법인/건학위],2,"동국대 사회과학연구원, '스테이블코인 도입 방안' 학술 컨퍼런스 첫 개최",MBN,https://www.mbn.co.kr/news/economy/5134089,일치,URL 일치,1.0,"동국대 사회과학연구원, '스테이블코인 도입 방안' 학술 컨퍼런스 첫 개최",MBN,https://www.mbn.co.kr/news/economy/5134089,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-18,동국대 [법인/건학위],3,[동문소식 – 김승현(행정 87)] [프로필] 김승현 동작세무서장,조세금융신문,https://www.tfmedia.co.kr/news/article.html?no=194062,선정되지 않음,,,,,,후보에는 있었지만 현재 우선순위와 메일 기사 수 정책에 따라 대표 목록에 포함되지 않았습니다.,아니오,예,예
2025-08-18,동국대 [법인/건학위],4,[동문소식 – 김민수(식품산업관리 19)] 안심하이 “AI·STT 기술로 어르신 돌봄 업무 개선”,,https://www.donga.com/news/It/article/all/20250814/132189545/1,일치,URL 일치,1.0,[동국대 캠퍼스타운 2025] 안심하이 “AI·STT 기술로 어르신 돌봄 업무 개선”,동아일보,https://www.donga.com/news/It/article/all/20250814/132189545/1,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-18,대학 [교육],1,"‘골든타임’ 놓칠 수 없다… 英·日·韓, AI 인재 확보 위한 전략 고심",한국대학신문,https://news.unn.net/news/articleView.html?idxno=582518,일치,URL 일치,1.0,"[AI 인재 전쟁④] ‘골든타임’ 놓칠 수 없다… 英·日·韓, AI 인재 확보 위한 전략 고심",한국대학신문 - 411개 대학을 연결하는 '힘',https://news.unn.net/news/articleView.html?idxno=582518,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-18,대학 [교육],2,"자연계 내신 ‘1.0등급’ 최상위권, 모두 의대·약대 갔다",동아일보,https://www.donga.com/news/Society/article/all/20250817/132197852/1,일치,URL 일치,1.0,"자연계 내신 ‘1.0등급’ 최상위권, 모두 의대·약대 갔다",동아일보,https://www.donga.com/news/Society/article/all/20250817/132197852/1,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-18,불교 [종단],1,"세계 음식 석학들, 백양사서 사찰음식 진수 만나다",현대불교신문,https://www.hyunbulnews.com/news/articleView.html?idxno=420683,일치,URL 일치,1.0,"세계 음식 석학들, 백양사서 사찰음식 진수 만나다 - 현대불교",현대불교,https://www.hyunbulnews.com/news/articleView.html?idxno=420683,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-19,동국대 [법인/건학위],1,"김지희 동국대 교수 “인공지능대학원 심포지엄, AI 생태계 확장의 무대”",조선일보,https://digitalchosun.dizzo.com/site/data/html_dir/2025/08/18/2025081880231.html,일치,URL 일치,1.0,"김지희 동국대 교수 “인공지능대학원 심포지엄, AI 생태계 확장의 무대”",조선일보,https://digitalchosun.dizzo.com/site/data/html_dir/2025/08/18/2025081880231.html,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-19,동국대 [법인/건학위],2,[동문소식 – 필감성(연극영상 99)] 좀비딸 필감성 감독 “영화? 김성수 감독에 배웠죠”,중앙일보,https://www.joongang.co.kr/article/25359900,AI/정책 제외,,,,,,섹션 자격 필터를 통과하지 못해 메일 포함에서 제외되었습니다.,아니오,예,예
2025-08-19,동국대 [법인/건학위],3,[동문소식 – 박승재(스포츠문화 20)] ‘확 바뀐 팀 컬러’ 삼성 박승재 “제가 잘 할 수 있는 스타일인 것 같다”,루키,https://www.rookie.co.kr/news/articleView.html?idxno=112693,AI/정책 제외,,,,,,동국대학교와 직접적인 관련성이 낮음,아니오,예,예
2025-08-19,동국대 [법인/건학위],4,[출판문화원] ‘사실은 어디에 있는가’…일본 기자의 냉철한 미디어 분석,아시아엔,https://kor.theasian.asia/archives/389799,AI/정책 제외,,,,,,동국대학교와 직접적인 관련성이 낮음,아니오,예,예
2025-08-19,대학 [교육],1,'지역·대학 동반성장' RISE 미래는…한국교육개발원 19일 정책포럼,뉴스1,https://www.news1.kr/society/education/5882243,일치,URL 일치,1.0,'지역·대학 동반성장' RISE 미래는…한국교육개발원 19일 정책포럼,뉴스1,https://www.news1.kr/society/education/5882243,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-19,대학 [교육],2,수능 원서 21일부터 접수… 온라인 사전입력 확대,동아일보,https://www.donga.com/news/Society/article/all/20250819/132208117/2,일치,URL 일치,1.0,수능 원서 21일부터 접수… 온라인 사전입력 확대,동아일보,https://www.donga.com/news/Society/article/all/20250819/132208117/2,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-19,불교 [종단],1,"지금 바로 마음의 평안에 이르다...'선명상, 이렇게 실천해요'",불교신문,https://slv.ibulgyo.com/news/articleView.html?idxno=429490,일치,URL 일치,1.0,"지금 바로 마음의 평안에 이르다...'선명상, 이렇게 실천해요' - 불교신문",불교신문,https://slv.ibulgyo.com/news/articleView.html?idxno=429490,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-20,동국대 [법인/건학위],1,"윤재웅 총장, ""동국대 120주년은 '석전스님 광복'의 해""",BBS,https://news.bbsi.co.kr/news/articleView.html?idxno=4043175,일치,URL 일치,1.0,"[광복 80주년 기획⑨] ""동국대 120주년은 '석전스님 광복'의 해""",불교방송,https://news.bbsi.co.kr/news/articleView.html?idxno=4043175,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-20,동국대 [법인/건학위],2,"동국대, 『제11회 파이콘 한국 2025』 개최",교수신문,"https://www.kyosu.net/news/articleView.html?idxno=141586
https://www.newsis.com/view/NISX20250819_0003295508",일치,URL 일치,1.0,"동국대, 『제11회 파이콘 한국 2025』 개최 - 교수신문",교수신문,https://www.kyosu.net/news/articleView.html?idxno=141586,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-20,동국대 [법인/건학위],3,땀방울 속에서 리더십 배운 동국대 108리더스,아시아타임즈,https://www.asiatime.co.kr/article/20250818500215,일치,URL 일치,1.0,[더 착한 뉴스] 땀방울 속에서 리더십 배운 동국대 108리더스,아시아타임즈,https://www.asiatime.co.kr/article/20250818500215,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-20,동국대 [법인/건학위],4,[동문소식 – 윤범모(미술 72)] 윤범모 광주비엔날레 대표이사 “우리 미술문화 정체성 구축에 방점 ‘성격있는 비엔날레’로”,세계일보,https://www.segye.com/newsView/20250819514171?OutUrl=naver,선정되지 않음,,,,,,후보에는 있었지만 현재 우선순위와 메일 기사 수 정책에 따라 대표 목록에 포함되지 않았습니다.,아니오,예,예
2025-08-20,대학 [교육],1,"전국 대학가, 2026학년도 대입 앞두고 고교 연계 프로그램 활발",한국대학신문,https://news.unn.net/news/articleView.html?idxno=582677,일치,URL 일치,1.0,"전국 대학가, 2026학년도 대입 앞두고 고교 연계 프로그램 활발",한국대학신문 - 411개 대학을 연결하는 '힘',https://news.unn.net/news/articleView.html?idxno=582677,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-20,대학 [교육],2,"2학기 학자금 대출 늦지않게 신청하세요…한국장학재단, 생활비도 200만원 한도 지원",아시아경제,https://www.asiae.co.kr/article/2025081913372202797,일치,URL 일치,1.0,"2학기 학자금 대출 늦지않게 신청하세요…한국장학재단, 생활비도 200만원 한도 지원",https://www.asiae.co.kr,https://www.asiae.co.kr/article/2025081913372202797,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-20,불교 [종단],1,"“생명존중의 한국 사찰음식, 세계화 가능성 충분”",불교신문,https://slv.ibulgyo.com/news/articleView.html?idxno=429553,일치,URL 일치,1.0,"“생명존중의 한국 사찰음식, 세계화 가능성 충분” - 불교신문",불교신문,https://slv.ibulgyo.com/news/articleView.html?idxno=429553,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-20,불교 [종단],2,"[칼럼] 불교, 산사에서 일상으로",현대불교신문,https://www.hyunbulnews.com/news/articleView.html?idxno=420659,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-08-26,동국대 [법인/건학위],1,북한출신 동국대생들 ‘독도’에서 한반도 평화를 발원하다,불교신문,"https://www.ibulgyo.com/news/articleView.html?idxno=429771
https://news.bbsi.co.kr/news/articleView.html?idxno=4044288
https://www.btnnews.tv/news/articleView.html?idxno=86987
https://www.hyunbulnews.com/news/articleView.html?idxno=420789
https://www.beopbo.com/news/articleView.html?idxno=330864",일치,URL 일치,1.0,북한출신 동국대생들 ‘독도’에서 한반도 평화를 발원하다 - 불교신문,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=429771,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-26,동국대 [법인/건학위],2,"동국대, '의료AI·지능형네트워크학과' 신설… 2026 수시 이공계 대폭 확대",전자신문,https://www.etnews.com/20250825000331,일치,URL 일치,1.0,"[에듀플러스][2026 대입]“동국대, '의료AI·지능형네트워크학과' 신설… 2026 수시 이공계 대폭 확대”",미래를 보는 창 - 전자신문,https://www.etnews.com/20250825000331,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-26,동국대 [법인/건학위],3,"동국대 문화콘텐츠학과, 8월 25일 ‘문화콘텐츠 20년, The Next’ 개최",뉴스1,"https://www.news1.kr/photos/7457090
https://www.beopbo.com/news/articleView.html?idxno=330870
https://www.beopbo.com/news/articleView.html?idxno=330873",후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-08-26,대학 [교육],1,美 대학도 '줄도산' 위기,한국경제,https://www.hankyung.com/article/2025082505921,일치,URL 일치,1.0,美 대학 300개 이상 문 닫았다…'新러스트벨트' 되나,한국경제,https://www.hankyung.com/article/2025082505921,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-26,불교 [종단],1,"스크린에 담아낸 수행의 순간, 전국사찰서 만난다",불교IN,https://www.bulgyo-in.com/news/articleView.html?idxno=1481,일치,URL 일치,1.0,"스크린에 담아낸 수행의 순간, 전국사찰서 만난다 - 불교IN",불교IN,https://www.bulgyo-in.com/news/articleView.html?idxno=1481,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-26,불교 [종단],2,'통도사 문화공간' 건립공사 내달 착수…2027년 말 완공 목표,연합뉴스,https://www.yna.co.kr/view/AKR20250825049200052,일치,URL 일치,1.0,'통도사 문화공간' 건립공사 내달 착수…2027년 말 완공 목표 | 연합뉴스,https://www.facebook.com/yonhap,https://www.yna.co.kr/view/AKR20250825049200052,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-27,동국대 [법인/건학위],1,"동국대 이민호 교수팀, AI 신약개발 국가과제 선정",E동아,"https://edu.donga.com/news/articleView.html?idxno=94028
https://www.etnews.com/20250826000187
https://www.newsis.com/view/NISX20250826_0003303228",일치,URL 일치,1.0,"동국대 이민호 교수팀, AI 신약개발 국가과제 선정 - E동아",E동아,https://edu.donga.com/news/articleView.html?idxno=94028,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-27,동국대 [법인/건학위],2,"북한출신 청년들, 동국대서 다음달 불교연합동아리 출범",BBS,https://news.bbsi.co.kr/news/articleView.html?idxno=4044401,일치,URL 일치,1.0,"북한출신 청년들, 동국대서 다음달 불교연합동아리 출범",불교방송,https://news.bbsi.co.kr/news/articleView.html?idxno=4044401,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-27,동국대 [법인/건학위],3,동국대 행정대학원 부동산 경·공매 최고위 과정 모집,매일경제,https://www.mk.co.kr/news/special-edition/11403228,일치,URL 일치,1.0,동국대 행정대학원 부동산 경·공매 최고위 과정 모집 - 매일경제,매일경제,https://www.mk.co.kr/news/special-edition/11403228,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-27,대학 [교육],1,대학가에도 '마약 던지기'…서울시·자치구·경찰·대학 합동 점검,뉴시스,https://www.newsis.com/view/NISX20250826_0003303238,일치,URL 일치,1.0,대학가에도 '마약 던지기'…서울시·자치구·경찰·대학 합동 점검,뉴시스,https://www.newsis.com/view/NISX20250826_0003303238,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-27,대학 [교육],2,9월 모의수능 ‘사탐런’ 역대 최대,파이낸셜뉴스,https://www.fnnews.com/news/202508261820515975,일치,URL 일치,1.0,9월 모의수능 ‘사탐런’ 역대 최대,파이낸셜뉴스,https://www.fnnews.com/news/202508261820515975,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-28,동국대 [법인/건학위],1,"돈관스님, 2년 전 세웠던 원력 결실 맺어..홀몸 탈북 '의지처'로",BTN,https://www.btnnews.tv/news/articleView.html?idxno=87000,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-08-28,동국대 [법인/건학위],2,"선운사·내소사, 동국대에 장학기금 2000만원 쾌척",현대불교신문,"https://www.hyunbulnews.com/news/articleView.html?idxno=420814
https://www.ibulgyo.com/news/articleView.html?idxno=429923
https://news.bbsi.co.kr/news/articleView.html?idxno=4044536
https://www.btnnews.tv/news/articleView.html?idxno=87009",일치,URL 일치,1.0,"선운사·내소사, 동국대에 장학기금 2000만원 쾌척 - 현대불교",현대불교,https://www.hyunbulnews.com/news/articleView.html?idxno=420814,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-28,동국대 [법인/건학위],3,"동국대 로터스관 신축공사, 동부건설 수주…736억 원 규모",TV조선,https://news.tvchosun.com/site/data/html_dir/2025/08/27/2025082790262.html,일치,URL 일치,1.0,"동부건설, 동국대 로터스관 신축공사 수주…736억 원 규모",https://www.facebook.com/tvchosunnews,https://news.tvchosun.com/site/data/html_dir/2025/08/27/2025082790262.html,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-28,동국대 [법인/건학위],4,"[2026 대입 수시] 동국대, 첨단분야 등 4개 학과 증원⋯ 1920명 선발",아시아타임즈,"https://www.asiatime.co.kr/article/20250826500145
https://www.m-i.kr/news/articleView.html?idxno=1274717
https://www.newsfreezone.co.kr/news/articleView.html?idxno=643483",일치,URL 일치,1.0,"[2026 대입 수시] 동국대, 첨단분야 등 4개 학과 증원⋯ 1920명 선발",아시아타임즈,https://www.asiatime.co.kr/article/20250826500145,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-28,동국대 [법인/건학위],5,"동국대 BMC창업보육센터, 경기도 창업보육센터 운영평가 4년 연속 'S등급' 달성",베리타스알파,"https://www.veritas-a.com/news/articleView.html?idxno=569155
https://dhnews.co.kr/news/view/1065577284323791",일치,URL 일치,1.0,"﻿동국대 BMC창업보육센터, 경기도 창업보육센터 운영평가 4년 연속 'S등급' 달성",베리타스알파,https://www.veritas-a.com/news/articleView.html?idxno=569155,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-28,대학 [교육],1,"美, 외국학생·교환방문자 비자 기간 최대 4년으로 제한 추진",연합뉴스,https://www.yna.co.kr/view/AKR20250828029300071,후보 미확보,,,,,,일반 재수집과 원본 URL 검증 백필에서도 서버 후보를 확인하지 못했습니다.,아니오,아니오,아니오
2025-08-28,대학 [교육],2,"서울시, AI 인재 육성 총력…AI 서울테크 대학원 장학생 선발",뉴스1,https://www.news1.kr/local/seoul/5892659,일치,URL 일치,1.0,"서울시, AI 인재 육성 총력…AI 서울테크 대학원 장학생 선발",뉴스1,https://www.news1.kr/local/seoul/5892659,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-28,불교 [종단],1,9월엔 국가유산 ‘산사(山寺)’로 힐링여행 떠나요,불교신문,https://www.ibulgyo.com/news/articleView.html?idxno=429884,AI/정책 제외,,,,,,섹션 자격 필터를 통과하지 못해 메일 포함에서 제외되었습니다.,아니오,예,예
2025-08-29,동국대 [법인/건학위],1,"김범동 원우, 동국대에 로터스관 건립기금 1천만원 전달",뉴시스,https://www.newsis.com/view/NISX20250828_0003306341,일치,URL 일치,1.0,"김범동 원우, 동국대에 로터스관 건립기금 1천만원 전달",뉴시스,https://www.newsis.com/view/NISX20250828_0003306341,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-29,동국대 [법인/건학위],1,"동국대, 수시 1920명 선발…첨단학과 신설·광역 선발 확대",아시아투데이,https://www.asiatoday.co.kr/kn/view.php?key=20250826010012809,AI/정책 제외,,,,,,동일 섹션 기사 중 현재 우선순위 기준과 메일 최대 기사 수를 적용한 결과 대표 목록에 포함되지 않았습니다.,아니오,예,예
2025-08-29,동국대 [법인/건학위],2,"동국대 BMC, 인조잔디운동장 새 단장…지역 주민에게도 개방",뉴시스,https://www.newsis.com/view/NISX20250828_0003307100,일치,URL 일치,1.0,"동국대 BMC, 인조잔디운동장 새 단장…지역 주민에게도 개방",뉴시스,https://www.newsis.com/view/NISX20250828_0003307100,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-29,동국대 [법인/건학위],2,의료인공지능공학과·지능형네트워크융합학과 신설 … 4개 첨단분야서 109명 추가 선발,뉴데일리,https://biz.newdaily.co.kr/site/data/html/2025/08/28/2025082800481.html,일치,URL 일치,1.0,[동국대①] 의료인공지능공학과·지능형네트워크융합학과 신설 … 4개 첨단분야서 109명 추가 선발,뉴데일리 경제,https://biz.newdaily.co.kr/site/data/html/2025/08/28/2025082800481.html,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
2025-08-29,동국대 [법인/건학위],3,[SW중심대학을 만나다] 이강우 동국대 SW중심대학 사업단장,전자신문,https://www.etnews.com/20250828000067,일치,URL 일치,1.0,[에듀플러스]SW중심대학을 만나다<40>이강우 동국대 SW중심대학 사업단장 “10년간 SW교육 바꿨다…이제는 융합이 대학 미래”,미래를 보는 창 - 전자신문,https://www.etnews.com/20250828000067,홍보처 원본과 AI 선정 결과가 일치합니다.,아니오,예,예
